,,title_translate,title,searchCount,"Coron-Related ( 1 yes, 0 not ) "
 2020-01-08 17:14:02, 2020-01-08 11:46:02,Ukrainian passenger plane crashed in Iran,乌克兰客机在伊朗坠毁,1497568,
 2020-01-08 16:52:02, 2020-01-08 09:56:01,Li Yan Street beat winter wear suspenders,李嫣冬日穿吊带街拍,1250549,
 2020-01-08 12:42:02, 2020-01-08 09:02:02,Iran declared the attack was revenge for the Soule Manila,伊朗声明袭击是为苏莱马尼报仇,1077219,
 2020-01-08 12:42:02, 2020-01-08 09:44:02,Iran to launch a second round of attacks,伊朗发动第二轮袭击,854230,
 2020-01-08 17:32:01, 2020-01-08 11:08:01,Iranian Foreign Minister said that self-defense is over,伊朗外长称自卫行动已经结束,821040,
 2020-01-08 16:14:01, 2020-01-08 09:34:01,Nigel Amat help make-up artist Lee now Starchaser,尼格买提帮化妆师追星李现,725552,
 2020-01-08 15:24:01, 2020-01-08 11:04:01,Soule Manila funeral procession of more than 50 people were killed during a stampede,苏莱马尼送葬队伍发生踩踏50余人死亡,725532,
 2020-01-08 15:40:01, 2020-01-08 11:06:02,The Federal Aviation Administration issued a no-fly command,美国联邦航空管理局发布禁飞命令,725441,
 2020-01-08 15:36:01, 2020-01-08 10:58:01,Anthony lore,安东尼绝杀,725375,
 2020-01-08 16:10:02, 2020-01-08 10:00:01,Bing Gege snow swept into the Great Wall,兵哥哥把雪扫成长城,725221,
 2020-01-08 15:18:02, 2020-01-08 08:02:02,Putin's visit to Syria,普京访问叙利亚,725193,
 2020-01-08 17:34:02, 2020-01-08 10:58:01,肖战 Cover,肖战 封面,725114,
 2020-01-08 15:56:02, 2020-01-08 07:28:02,Ikea chest of drawers boys killed 320 million compensation,宜家抽屉柜压死男童赔偿3.2亿,694306,
 2020-01-08 17:12:01, 2020-01-08 11:42:01,Boyfriend is not in the VS boyfriend,男朋友在时VS男朋友不在,606543,
 2020-01-08 18:30:02, 2020-01-08 11:38:01,I can afford to eat hot pot,我能吃得起的火锅,555642,
 2020-01-08 16:58:02, 2020-01-08 09:38:02,Micro letter friends to borrow new routines,微信好友借钱新套路,533913,
 2020-01-08 21:20:01, 2020-01-08 10:24:02,Iran Embassy,伊朗驻华大使馆,522862,
 2020-01-08 16:48:02, 2020-01-08 09:20:01,Henry Lau abdominal muscles,刘宪华腹肌,501365,
 2020-01-08 15:14:02, 2020-01-08 11:26:02,Sushi canvas shoes,寿司帆布鞋,480164,
 2020-01-08 16:48:02, 2020-01-08 10:16:01,If the stars addicted earthy how terrible,如果明星沉迷土味有多可怕,475998,
 2020-01-08 16:48:02, 2020-01-08 09:12:01,Looks too tender to be reported underage driving,长得太嫩被举报未成年驾驶,414855,
 2020-01-08 16:40:02, 2020-01-08 11:50:01,State examination interview list,国考面试名单,322308,
 2020-01-08 14:22:01, 2020-01-08 09:12:01,Crude oil rose gold,黄金原油大涨,251679,
 2020-01-08 16:10:02, 2020-01-08 11:02:01,44 anniversary of the death of Zhou Enlai,周恩来去世44周年,212090,
 2020-01-08 14:02:02, 2020-01-07 21:56:02,When the amount of fat and more people are hot wool roll,当发量多的人烫了羊毛卷,210295,
 2020-01-08 15:24:01, 2020-01-08 11:20:02,Takuya Kimura song MV,木村拓哉新歌MV,189567,
 2020-01-08 13:36:01, 2020-01-08 07:28:02,One day appear five kinds of weather landscape,1天出现5种气象景观,187921,
 2020-01-08 12:58:02, 2020-01-08 09:30:02,Drag-meter Gemini,拖米 Gemini,161032,
 2020-01-08 14:00:02, 2020-01-07 22:30:02,The color value variation remove the glasses,取下眼镜后的颜值变化,160911,
 2020-01-08 15:40:01, 2020-01-08 10:04:02,The right to health companies and other organizational leadership pyramid schemes sentencing,权健公司等组织领导传销活动案宣判,157462,
 2020-01-08 14:16:02, 2020-01-08 11:28:01,To what extent you have been careless,你曾粗心到什么程度,157026,
 2020-01-08 13:28:01, 2020-01-07 21:30:02,ZhouDongYu wearing masks to accept the award,周冬雨戴口罩领奖,151603,
 2020-01-08 14:04:02, 2020-01-08 11:44:02,Tianci added INTZ,Tianci加入INTZ,150518,
 2020-01-08 13:36:01, 2020-01-07 22:02:02,Australia welcomed the timely rain,澳大利亚迎来及时雨,133206,
 2020-01-08 20:42:02, 2020-01-08 11:58:02,BES express violence sorting,百世快递暴力分拣,130367,
 2020-01-08 13:10:02, 2020-01-08 11:10:02,Domestic Tesla formally delivered,国产特斯拉正式交付,128897,
 2020-01-08 13:50:01, 2020-01-07 22:10:02,Slaughtered cows kneel users buy release,待宰母牛下跪网友买下放生,124300,
 2020-01-08 12:22:02, 2020-01-08 08:08:02,Wage arrears for migrant rural workers compensation above plus Fuwu Cheng,拖欠农民工工资加付五成以上赔偿金,121075,
 2020-01-08 14:00:02, 2020-01-08 11:34:02,Confuse the bag acts Awards,迷惑包包行为大赏,120526,
 2020-01-08 13:12:01, 2020-01-08 07:30:01,In the end how difficult college exam week,考试周的大学生到底有多难,117113,
 2020-01-08 14:24:02, 2020-01-08 11:48:01,Company annual meeting in what you prize,公司年会你都中过什么奖,115911,
 2020-01-08 13:54:01, 2020-01-08 11:06:02,Local travel for the New Year,适合旅行过年的地方,115271,
 2020-01-08 12:50:02, 2020-01-08 11:48:01,2020 can do good to me,2020能对我好一点吗,115111,
 2020-01-08 13:20:02, 2020-01-08 08:14:02,The new mobile phone battery charge once cruising 5 days,新型电池让手机充1次可续航5天,115003,
,,#VALUE!,,,
 2020-01-09 11:14:01, 2020-01-08 18:02:02,Zhu Dan Ma Sichun called the wrong name,朱丹叫错马思纯名字,1816006,
 2020-01-09 10:42:01, 2020-01-08 22:14:01,Flights to avoid the multinational announced the Iran-Iraq airspace,多国航班宣布避开两伊领空,1330385,
 2020-01-09 12:08:01, 2020-01-08 21:40:02,Court accepted the appeal Zheng Shuang Zhang Heng loan dispute,法院受理郑爽诉张恒借贷纠纷案,1309146,
 2020-01-09 12:18:02, 2020-01-08 20:26:02,Natalie self-review type micro-Bo,赵雅芝自我检讨式发微博,1146636,
 2020-01-09 12:00:02, 2020-01-08 22:16:02,Taizi Ye offline,太子爷下线,955295,
 2020-01-09 08:26:01, 2020-01-08 20:04:01,CNN said the Iranian missile hit the area without the Americans,CNN称伊朗导弹击中区域没有美国人,703072,
 2020-01-09 10:12:02, 2020-01-08 21:10:02,Wuhan eight unexplained pneumonia patients discharged from hospital,武汉8名不明原因肺炎患者治愈出院,622301,1
 2020-01-09 08:34:02, 2020-01-08 17:58:02,Cao Chan's death,曹灿去世,534412,
 2020-01-09 09:40:02, 2020-01-08 18:16:01,Godfrey brother issued a statement,高以翔哥哥发声明,524184,
 2020-01-09 10:08:02, 2020-01-08 21:24:01,Recent advances one minute to understand US-Iraq conflict,1分钟了解美伊冲突最新进展,500502,
 2020-01-09 10:50:02, 2020-01-08 20:42:02,Lan Lan who set,蓝兰人设,399822,
 2020-01-09 10:24:02, 2020-01-08 20:46:02,"Mountain girl murder case, the defendant eligible for the death penalty",女孩华山遇害案被告获死刑,378647,
 2020-01-09 08:30:01, 2020-01-08 20:28:01,Iraq says Iran attack notification ago,伊拉克称伊朗袭击前曾发出通知,378517,
 2020-01-09 09:32:01, 2020-01-08 22:44:01,Chinese men's volleyball team 3 to 2 Chinese Taipei,中国男排3比2中国台北,376466,
 2020-01-09 07:50:02, 2020-01-08 20:16:02,Geng Shuang said the Chinese consulate increase is necessary,耿爽称中国使领馆增多是必须的,375803,
 2020-01-09 13:10:02, 2020-01-08 23:36:01,Deng purple chess eating hot pot singing,邓紫棋吃着火锅唱着歌,373465,
 2020-02-15 22:56:01, 2019-11-25 10:20:01,Nanjing snow,南京下雪,372583,
 2020-01-09 11:46:01, 2020-01-08 22:42:02,Sprite lipstick,雪碧唇膏,370967,
 2020-01-09 12:10:01, 2020-01-08 22:28:02,Zhang Jun Ning rose red dress,张钧甯玫瑰红长裙,369606,
 2020-01-09 11:26:02, 2020-01-08 19:46:01,Suddenly not fire network terrier,突然间不火的网络梗,368844,
 2020-01-09 10:26:02, 2020-01-08 18:20:01,Koala charred from the fire escape,被烧焦考拉从大火中逃出,368082,
 2020-01-09 09:06:01, 2020-01-08 18:32:01,Boys vs girls before going to bed before going to bed,女生睡前vs男生睡前,340315,
 2020-01-09 10:44:02, 2020-01-08 22:00:02,Most want to not think about the salary the work,不考虑薪水最想从事的工作,336980,
 2020-01-09 11:06:02, 2020-01-08 23:00:01,University of ending in the end how awful,大学期末到底有多恐怖,324237,
 2020-01-09 11:26:02, 2020-01-08 23:02:01,Grand Prize will be 360 ​​years to avoid cutting coupons,360年会特等奖为免裁券,291675,
 2020-01-09 08:24:02, 2020-01-08 16:26:02,Real Ting Miriam Yeung as do concert,杨千嬅因为丁子高办演唱会,254917,
 2020-01-09 04:36:02, 2020-01-08 16:50:02,Psyduck guard coat,可达鸭卫衣帽,241259,
 2020-01-09 09:56:02, 2020-01-08 21:24:01,Nine feature contemporary middle-aged girls,当代中年少女的九大特征,219443,
 2020-01-09 10:48:01, 2020-01-08 20:16:02,Women's complaints courier door was beaten,女子投诉快递员遭登门暴打,218291,
 2020-01-09 07:02:02, 2020-01-08 21:08:01,22 tourist attractions identified as Class 5A area,22家旅游景区确定为5A级景区,217616,
 2020-01-09 07:26:02, 2020-01-08 20:36:02,What kind of girls are too sensitive experience,女生过于敏感是种什么体验,202906,
 2020-01-09 09:18:02, 2020-01-08 16:44:02,Asked Wang Junkai final exam,王俊凯被问期末考试成绩,202013,
 2020-01-09 07:56:02, 2020-01-08 19:12:02,Ukraine modify crash statement,乌方修改坠机事件声明,200069,
 2020-01-09 07:16:02, 2020-01-08 20:00:02,You first make-up,第一次化妆的你,175878,
 2020-01-09 06:58:02, 2020-01-08 17:20:02,Iran says it will not negotiate with the United States,伊朗称不会与美国谈判,175153,
 2020-01-09 09:32:01, 2020-01-08 19:24:02,Wallet earrings,钱夹耳环,163534,
 2020-01-09 07:02:02, 2020-01-08 16:18:01,"Fortunately, the Swiss coffee against 15 of the APP user rights",瑞幸咖啡等15款APP侵害用户权益,160676,
 2020-01-09 06:58:02, 2020-01-08 14:06:02,Yan people value love at first sight,让人一见钟情的颜值,152961,
 2020-01-09 08:26:01, 2020-01-08 17:36:01,Long did not experience what is good-looking mother,长的没妈妈好看是什么体验,144804,
 2020-01-09 07:50:02, 2020-01-08 19:38:02,Australian Prime Minister called on the people to donate cash relief,澳洲总理呼吁民众捐现金赈灾,144421,
 2020-01-09 08:14:02, 2020-01-08 19:10:02,After contracting 90 cartoon childhood,承包90后童年的动画片,137013,
 2020-01-09 08:20:01, 2020-01-08 22:34:02,Animation tear fragment,动漫的催泪片段,135618,
 2020-01-09 07:06:02, 2020-01-08 15:10:02,Du Jiang Huo Siyan you are my sun,霍思燕 杜江你就是我的太阳,130056,
 2020-01-09 07:54:01, 2020-01-08 19:22:01,Students dormitory balcony open barber shop,大学生宿舍阳台开理发厅,127641,
 2020-01-09 00:56:01, 2020-01-08 20:48:02,Bugler in the armed forces for the first time enabled the zipper,武警部队首次在拉练中启用司号员,120653,
 2020-01-09 05:02:01, 2020-01-08 17:34:02,Ukraine announced the list of victims of plane crash,乌克兰公布失事客机遇难者名单,119974,
 2020-01-09 07:24:01, 2020-01-08 20:36:02,Couples should share maternity leave do,夫妻应该共享产假吗,116344,
 2020-01-09 00:46:02, 2020-01-08 15:20:01,"Shi, pink skirt stars",刘诗诗粉色星星裙,100156,
 2020-01-09 04:54:01, 2020-01-08 14:06:02,Xiaozhan little brother play take-away,肖战演的外卖小哥,78991,
,,#VALUE!,,,
 2020-01-09 22:00:02, 2020-01-09 10:34:01,Hanamaki Hanamaki Shen Teng Tao points points,刘涛点的花卷 沈腾点的花卷,3324457,
 2020-01-10 07:02:01, 2020-01-09 10:20:02,Hali Mei root announced its withdrawal from the royal family,哈里梅根宣布退出王室,1554231,
 2020-01-09 20:32:02, 2020-01-09 10:52:02,Wang Junkai inside the pants to wear jeans,王俊凯裤子里面穿牛仔裤,1528757,
 2020-01-09 20:04:02, 2020-01-09 10:46:02,Celina Jade short hair,卢靖姗短发,1310751,
 2020-01-09 16:52:01, 2020-01-09 08:26:01,Two rockets landed near the US embassy in Iraq,两枚火箭弹落在美驻伊大使馆附近,772885,
 2020-01-09 17:12:02, 2020-01-09 10:28:02,Oscar does not host again,奥斯卡再次不设主持人,634262,
 2020-01-09 17:36:02, 2020-01-09 08:38:02,Wuhan unexplained pneumonia pathogen is novel coronavirus,武汉不明原因肺炎病原体为新型冠状病毒,548808,1
 2020-01-09 16:40:01, 2020-01-09 08:36:02,Hundreds of thousands of home camera has been cracked,数十万只家用摄像头遭破解,419088,
 2020-01-09 14:42:02, 2020-01-09 07:14:02,Nearly 7 percent of the country less than one year of driving experience drivers,全国近7%驾驶员驾龄不足一年,373120,
 2020-01-09 20:54:02, 2020-01-09 11:46:01,Xiang thumbs up,李湘点赞,361137,
 2020-01-09 15:46:01, 2020-01-09 07:54:01,US new economic sanctions against Iran,美国对伊朗实施新经济制裁,345745,
 2020-01-10 06:20:02, 2020-01-09 00:56:01,Trump delivered a speech on Iran attack,特朗普就伊朗袭击发表讲话,291480,
 2020-01-09 14:42:02, 2020-01-09 07:58:01,Ukrainian airliner crash scene aerial picture,乌客机坠毁现场航拍画面,275390,
 2020-01-09 14:22:02, 2020-01-09 10:22:02,Ottawa shooting incident,渥太华发生枪击事件,262269,
 2020-01-09 14:30:01, 2020-01-09 09:40:02,Alan Tan Ban Chen Qiao En,艾伦探班陈乔恩,261485,
 2020-01-09 17:38:02, 2020-01-09 08:28:02,Have you seen the makeup most people can play,你见过素颜最能打的人,260562,
 2020-01-09 17:28:02, 2020-01-09 09:36:02,Groom the next of kin is IELTS Listening,新郎接亲被考雅思听力,259474,
 2020-01-09 19:02:02, 2020-01-09 10:44:02,After working as a teacher 90,当90后当了老师,258524,
 2020-01-09 15:34:02, 2020-01-09 11:34:01,Needless seat uncle was rated good in Dalian,勿需让座大爷被评大连好人,257857,
 2020-01-09 19:58:01, 2020-01-09 11:44:02,But just failed to get out of the star,只求及格却拿满分的明星,256801,
 2020-01-09 15:42:01, 2020-01-09 10:52:02,When the fall in through the ice to save her children goodbye firefighters,当坠入冰窟孩子再见救她的消防员,256139,
 2020-01-09 15:36:01, 2020-01-09 07:38:02,King of glory Update,王者荣耀更新,254744,
 2020-01-09 13:32:02, 2020-01-09 11:22:02,The Ministry of Education Entrance Examination 2020 deployment,教育部部署2020高考,254592,
 2020-01-09 15:40:02, 2020-01-09 09:34:02,Teacher Registration,教师资格证报名,238775,
 2020-01-09 13:34:01, 2020-01-09 09:42:01,Preferably silver photo elementary school car,车银优小学毕业照,237225,
 2020-01-09 15:32:02, 2020-01-09 09:00:02,How important contemporary headphones,耳机对当代人有多重要,231010,
 2020-02-15 22:28:02, 2019-11-25 11:04:01,Wuhan snow,武汉下雪,212133,0
 2020-01-09 14:56:01, 2020-01-09 09:36:02,Digimon Movie confirm the introduction of,数码宝贝剧场版确认引进,191654,
 2020-01-09 13:56:02, 2020-01-09 11:04:01,Butler Warren conflict,巴特勒沃伦冲突,190564,
 2020-01-09 13:32:02, 2020-01-09 07:52:01,High-speed 400 km was 1312 yuan toll collection,高速400公里被收1312元通行费,184076,
 2020-01-09 14:36:02, 2020-01-09 08:40:02,One hundred students endorsement underground parking,百名大学生地下停车场背书,167673,
 2020-01-09 13:26:01, 2020-01-09 10:28:02,Beijing Fangshan 3.2 earthquake,北京房山3.2级地震,163914,
 2020-01-09 12:58:02, 2020-01-09 09:56:02,What are you most disgusting behavior of friends,你最反感朋友的哪些行为,159286,
 2020-01-09 13:12:02, 2020-01-09 11:28:01,Walker deported,沃克遭驱逐,150916,
 2020-01-09 13:10:02, 2020-01-08 23:36:01,Deng purple chess eating hot pot singing,邓紫棋吃着火锅唱着歌,147690,
 2020-01-09 12:36:01, 2020-01-09 10:30:02,To Starchaser done stupid things,为了追星做过的傻事,130994,
 2020-01-09 13:12:02, 2020-01-09 11:22:02,Panzhihua enter EMU era,攀枝花进入动车时代,124253,
 2020-02-15 22:56:01, 2019-11-25 10:20:01,Nanjing snow,南京下雪,123264,
 2020-01-09 12:18:02, 2020-01-08 20:26:02,Natalie self-review type micro-Bo,赵雅芝自我检讨式发微博,122639,
 2020-01-09 12:32:01, 2020-01-09 08:42:02,Wu Dahua Branch Self enrollment Stop All,武大华科自考招生全部停止,122174,
 2020-01-09 12:20:01, 2020-01-09 07:58:01,Yangzhou snow,扬州下雪,115706,
 2020-01-09 14:00:02, 2020-01-09 11:48:02,Ministry then informed 15 of the APP,工信部再通报15款APP,114763,
 2020-01-09 13:12:02, 2020-01-09 08:20:01,Ukraine basic rule out operator error caused plane crash,乌克兰基本排除操作失误致客机坠毁,114720,
 2020-01-09 12:36:01, 2020-01-09 07:18:02,Tattoo students how to look at the phenomenon,如何看待大学生纹身现象,114392,
 2020-01-09 12:20:01, 2020-01-09 07:12:01,Sand Sculpture Nail confused,沙雕迷惑美甲,112534,
 2020-01-09 12:18:02, 2020-01-09 08:30:01,Boys vs girls selfie selfie,男生自拍vs女生自拍,97558,
 2020-01-09 12:10:01, 2020-01-08 22:28:02,Zhang Jun Ning rose red dress,张钧甯玫瑰红长裙,94548,
 2020-01-09 12:08:01, 2020-01-08 21:40:02,Court accepted the appeal Zheng Shuang Zhang Heng loan dispute,法院受理郑爽诉张恒借贷纠纷案,80646,
 2020-01-09 12:06:02, 2020-01-09 07:08:01,What is most suitable for winter eating,寒冬最适合吃什么,70004,
,,#VALUE!,,,
 2020-01-11 06:06:01, 2020-01-09 18:16:02,US ready to negotiate unconditionally with Iran,美国准备无条件与伊朗谈判,1813525,
 2020-01-10 11:18:02, 2020-01-09 22:58:02,Zhan Qingyun mother to do what Superman,詹青云 凭什么妈妈要做超人,1519707,
 2020-01-10 09:42:02, 2020-01-09 20:48:02,This is the fruit pond laugh talk,池子 这就是笑果脱口秀,1094876,
